Date,Store_ID,Product_ID,Units_Sold,Revenue
2024-01-14,Store_2,Product_E,74,4821.59
2024-01-14,Store_3,Product_A,75,3678.49
2024-01-14,Store_3,Product_B,45,2693.69
2024-01-14,Store_3,Product_C,25,1711.55
2024-01-14,Store_3,Product_D,61,5371.99
2024-01-14,Store_3,Product_E,47,1591.88
2024-01-15,Store_1,Product_A,18,950.97
2024-01-15,Store_1,Product_B,40,3991.22
2024-01-15,Store_1,Product_C,16,1427.85
2024-01-15,Store_1,Product_D,14,1372.08
2024-01-15,Store_1,Product_E,41,3868.35
2024-01-15,Store_2,Product_A,19,1193.26
2024-01-15,Store_2,Product_B,39,1363.58
2024-01-15,Store_2,Product_C,9,486.31
2024-01-15,Store_2,Product_D,43,3292.87
2024-01-15,Store_2,Product_E,31,1335.8
2024-01-15,Store_3,Product_A,49,2236.92
2024-01-15,Store_3,Product_B,12,289.75
2024-01-15,Store_3,Product_C,28,1011.88
2024-01-15,Store_3,Product_D,58,4917.82
2024-01-15,Store_3,Product_E,9,616.39
2024-01-16,Store_1,Product_A,38,1820.56
2024-01-16,Store_1,Product_B,15,1426.01
2024-01-16,Store_1,Product_C,17,855.75
2024-01-16,Store_1,Product_D,12,1048.16
2024-01-16,Store_1,Product_E,24,2069.65
2024-01-16,Store_2,Product_A,43,1425.07
2024-01-16,Store_2,Product_B,11,427.41
2024-01-16,Store_2,Product_C,11,991.94
2024-01-16,Store_2,Product_D,35,2612.35
2024-01-16,Store_2,Product_E,6,342.09
2024-01-16,Store_3,Product_A,41,2590.48
2024-01-16,Store_3,Product_B,14,718.46
2024-01-16,Store_3,Product_C,15,952.26
2024-01-16,Store_3,Product_D,50,2726.11
2024-01-16,Store_3,Product_E,4,280.87
2024-01-17,Store_1,Product_A,12,1083.48
2024-01-17,Store_1,Product_B,44,2757.78
2024-01-17,Store_1,Product_C,52,4278.86
2024-01-17,Store_1,Product_D,47,1066.08
2024-01-17,Store_1,Product_E,30,2411.12
2024-01-17,Store_2,Product_A,56,3523.44
2024-01-17,Store_2,Product_B,56,3370.25
2024-01-17,Store_2,Product_C,12,383.92
2024-01-17,Store_2,Product_D,17,1211.96
2024-01-17,Store_2,Product_E,49,3107.48
2024-01-17,Store_3,Product_A,30,2780.28
2024-01-17,Store_3,Product_B,44,1680.28
2024-01-17,Store_3,Product_C,35,1129.38
2024-01-17,Store_3,Product_D,21,653.72
2024-01-17,Store_3,Product_E,25,2244.25
2024-01-18,Store_1,Product_A,21,591.72
2024-01-18,Store_1,Product_B,19,949.14
2024-01-18,Store_1,Product_C,21,1132.54
2024-01-18,Store_1,Product_D,34,1186.79
2024-01-18,Store_1,Product_E,29,2716.35
2024-01-18,Store_2,Product_A,41,3261.14
2024-01-18,Store_2,Product_B,26,2189.94
2024-01-18,Store_2,Product_C,29,1826.76
2024-01-18,Store_2,Product_D,11,1032.21
2024-01-18,Store_2,Product_E,22,1235.9
2024-01-18,Store_3,Product_A,28,1853.9
2024-01-18,Store_3,Product_B,11,413.69
2024-01-18,Store_3,Product_C,34,2081.27
2024-01-18,Store_3,Product_D,22,2194.5
2024-01-18,Store_3,Product_E,15,1014.46
2024-01-19,Store_1,Product_A,26,2183.55
2024-01-19,Store_1,Product_B,51,2930.39
2024-01-19,Store_1,Product_C,69,1742.71
2024-01-19,Store_1,Product_D,28,2159.49
2024-01-19,Store_1,Product_E,8,478.09
2024-01-19,Store_2,Product_A,33,1140.29
2024-01-19,Store_2,Product_B,57,2381.7
2024-01-19,Store_2,Product_C,41,2932.32
2024-01-19,Store_2,Product_D,67,1485.23
2024-01-19,Store_2,Product_E,24,923.66
2024-01-19,Store_3,Product_A,25,857.09
2024-01-19,Store_3,Product_B,62,4001.34
2024-01-19,Store_3,Product_C,24,1866.75
2024-01-19,Store_3,Product_D,35,1812.11
2024-01-19,Store_3,Product_E,67,3076.59
2024-01-20,Store_1,Product_A,35,736.41
2024-01-20,Store_1,Product_B,27,805.2
2024-01-20,Store_1,Product_C,44,2932.31
2024-01-20,Store_1,Product_D,34,1712.76
2024-01-20,Store_1,Product_E,43,977.74
2024-01-20,Store_2,Product_A,37,2374.06
2024-01-20,Store_2,Product_B,73,6488.64
2024-01-20,Store_2,Product_C,70,5879.19
2024-01-20,Store_2,Product_D,38,2233.73
2024-01-20,Store_2,Product_E,40,2827.13
2024-01-20,Store_3,Product_A,63,2358.84
2024-01-20,Store_3,Product_B,40,1671.38
2024-01-20,Store_3,Product_C,30,2574.2
2024-01-20,Store_3,Product_D,44,1116.46
2024-01-20,Store_3,Product_E,75,5408.52
2024-01-21,Store_1,Product_A,32,2177.32
2024-01-21,Store_1,Product_B,28,1844.18
2024-01-21,Store_1,Product_C,29,1783.89
2024-01-21,Store_1,Product_D,10,333.03
2024-01-21,Store_1,Product_E,15,594.42
2024-01-21,Store_2,Product_A,41,3565.62
2024-01-21,Store_2,Product_B,36,1575.71
2024-01-21,Store_2,Product_C,61,5852.62
2024-01-21,Store_2,Product_D,49,1822.57
2024-01-21,Store_2,Product_E,68,4296.74
2024-01-21,Store_3,Product_A,39,2328.66
2024-01-21,Store_3,Product_B,65,4541.33
2024-01-21,Store_3,Product_C,16,1201.16
2024-01-21,Store_3,Product_D,59,2343.02
2024-01-21,Store_3,Product_E,16,1353.51
2024-01-22,Store_1,Product_A,22,2112.42
2024-01-22,Store_1,Product_B,26,2043.03
2024-01-22,Store_1,Product_C,30,2421.69
2024-01-22,Store_1,Product_D,50,1998.67
2024-01-22,Store_1,Product_E,36,2582.39
2024-01-22,Store_2,Product_A,35,823.66
2024-01-22,Store_2,Product_B,23,2162.46
2024-01-22,Store_2,Product_C,25,1125.71
2024-01-22,Store_2,Product_D,37,2804.36
2024-01-22,Store_2,Product_E,17,913.6
2024-01-22,Store_3,Product_A,37,2143.67
2024-01-22,Store_3,Product_B,38,2348.2
2024-01-22,Store_3,Product_C,44,1010.27
2024-01-22,Store_3,Product_D,44,2573.34
2024-01-22,Store_3,Product_E,1,75.7
2024-01-23,Store_1,Product_A,38,2500.18
2024-01-23,Store_1,Product_B,6,499.55
2024-01-23,Store_1,Product_C,34,1840.94
2024-01-23,Store_1,Product_D,19,417.09
2024-01-23,Store_1,Product_E,46,3859.52
2024-01-23,Store_2,Product_A,48,996.42
2024-01-23,Store_2,Product_B,35,2043.65
2024-01-23,Store_2,Product_C,32,2876.61
2024-01-23,Store_2,Product_D,17,1050.63
2024-01-23,Store_2,Product_E,6,234.61
2024-01-23,Store_3,Product_A,2,176.45
2024-01-23,Store_3,Product_B,25,967.22
2024-01-23,Store_3,Product_C,36,849.89
2024-01-23,Store_3,Product_D,22,1116.41
2024-01-23,Store_3,Product_E,29,1945.45
2024-01-24,Store_1,Product_A,52,4697.13
2024-01-24,Store_1,Product_B,44,1467.96
2024-01-24,Store_1,Product_C,9,346.8
2024-01-24,Store_1,Product_D,26,2247.74
2024-01-24,Store_1,Product_E,21,498.87
2024-01-24,Store_2,Product_A,37,2604.14
2024-01-24,Store_2,Product_B,34,3083.9
2024-01-24,Store_2,Product_C,47,1918.48
2024-01-24,Store_2,Product_D,56,4516.91
2024-01-24,Store_2,Product_E,27,1024.79
2024-01-24,Store_3,Product_A,32,2157.93
2024-01-24,Store_3,Product_B,22,1128.46
2024-01-24,Store_3,Product_C,42,2441.63
2024-01-24,Store_3,Product_D,14,896.96
2024-01-24,Store_3,Product_E,48,2528.46
2024-01-25,Store_1,Product_A,24,2327.27
2024-01-25,Store_1,Product_B,18,1648.05
2024-01-25,Store_1,Product_C,21,1227.39
2024-01-25,Store_1,Product_D,43,3978.41
2024-01-25,Store_1,Product_E,18,1174.65
2024-01-25,Store_2,Product_A,36,3250.45
2024-01-25,Store_2,Product_B,26,847.27
2024-01-25,Store_2,Product_C,24,2087.07
2024-01-25,Store_2,Product_D,29,2625.4
2024-01-25,Store_2,Product_E,42,3614.74
2024-01-25,Store_3,Product_A,16,1483.14
2024-01-25,Store_3,Product_B,30,2563.12
2024-01-25,Store_3,Product_C,18,638.11
2024-01-25,Store_3,Product_D,26,1803.21
2024-01-25,Store_3,Product_E,24,497.42
2024-01-26,Store_1,Product_A,61,1846.83
2024-01-26,Store_1,Product_B,43,4172.69
2024-01-26,Store_1,Product_C,63,4448.41
2024-01-26,Store_1,Product_D,62,2101.82
2024-01-26,Store_1,Product_E,70,1779.89
2024-01-26,Store_2,Product_A,56,4294.4
2024-01-26,Store_2,Product_B,11,270.97
2024-01-26,Store_2,Product_C,42,922.61
2024-01-26,Store_2,Product_D,27,2314.47
2024-01-26,Store_2,Product_E,33,662.72
2024-01-26,Store_3,Product_A,68,2848.53
2024-01-26,Store_3,Product_B,57,4906.2
2024-01-26,Store_3,Product_C,35,1318.15
2024-01-26,Store_3,Product_D,12,366.08
2024-01-26,Store_3,Product_E,21,2017.45
2024-01-27,Store_1,Product_A,57,5049.56
2024-01-27,Store_1,Product_B,44,2279.53
2024-01-27,Store_1,Product_C,20,1830.56
2024-01-27,Store_1,Product_D,37,2947.68
2024-01-27,Store_1,Product_E,66,3265.82
2024-01-27,Store_2,Product_A,34,1962.57
2024-01-27,Store_2,Product_B,55,4492.06
2024-01-27,Store_2,Product_C,26,1822.54
2024-01-27,Store_2,Product_D,50,4186.15
2024-01-27,Store_2,Product_E,54,1085.32
2024-01-27,Store_3,Product_A,25,1360.61
2024-01-27,Store_3,Product_B,66,2510.85
2024-01-27,Store_3,Product_C,38,3184.58
2024-01-27,Store_3,Product_D,32,3159.94
2024-01-27,Store_3,Product_E,36,2448.06
2024-01-28,Store_1,Product_A,49,3555.38
2024-01-28,Store_1,Product_B,52,1204.81
2024-01-28,Store_1,Product_C,48,3836.78
2024-01-28,Store_1,Product_D,39,837.31
2024-01-28,Store_1,Product_E,41,1509.95
2024-01-28,Store_2,Product_A,61,2813.13
2024-01-28,Store_2,Product_B,16,1003.83
2024-01-28,Store_2,Product_C,26,2553.13
2024-01-28,Store_2,Product_D,46,3457.23
2024-01-28,Store_2,Product_E,33,936.06
2024-01-28,Store_3,Product_A,27,808.32
2024-01-28,Store_3,Product_B,31,2140.1
2024-01-28,Store_3,Product_C,38,3407.75
2024-01-28,Store_3,Product_D,52,4429.67
2024-01-28,Store_3,Product_E,29,2113.1
2024-01-29,Store_1,Product_A,31,1741.75
2024-01-29,Store_1,Product_B,12,279.12
2024-01-29,Store_1,Product_C,19,1705.11
2024-01-29,Store_1,Product_D,25,2451.73
2024-01-29,Store_1,Product_E,47,2570.54
2024-01-29,Store_2,Product_A,42,2513.94
2024-01-29,Store_2,Product_B,29,1724.4
2024-01-29,Store_2,Product_C,27,971.01
2024-01-29,Store_2,Product_D,41,1487.74
2024-01-29,Store_2,Product_E,8,456.08
2024-01-29,Store_3,Product_A,38,3332.59
2024-01-29,Store_3,Product_B,48,2288.39
2024-01-29,Store_3,Product_C,44,2689.27
2024-01-29,Store_3,Product_D,46,1028.17
2024-01-29,Store_3,Product_E,48,4418.7
2024-01-30,Store_1,Product_A,14,1013.61
2024-01-30,Store_1,Product_B,17,1476.96
2024-01-30,Store_1,Product_C,30,915.76
2024-01-30,Store_1,Product_D,25,1765.08
2024-01-30,Store_1,Product_E,15,1465.67
2024-01-30,Store_2,Product_A,45,1790.03
2024-01-30,Store_2,Product_B,28,1713.19
2024-01-30,Store_2,Product_C,30,2165.1
2024-01-30,Store_2,Product_D,35,3414.35
2024-01-30,Store_2,Product_E,19,982.92
2024-01-30,Store_3,Product_A,39,2195.82
2024-01-30,Store_3,Product_B,19,882.95
2024-01-30,Store_3,Product_C,42,1972.33
2024-01-30,Store_3,Product_D,38,2547.17
2024-01-30,Store_3,Product_E,15,1148.13
2024-01-31,Store_1,Product_A,36,1747.39
2024-01-31,Store_1,Product_B,12,695.65
2024-01-31,Store_1,Product_C,37,2338.12
2024-01-31,Store_1,Product_D,34,1413.72
2024-01-31,Store_1,Product_E,9,217.22
2024-01-31,Store_2,Product_A,7,208.38
2024-01-31,Store_2,Product_B,15,1125.85
2024-01-31,Store_2,Product_C,24,2374.33
2024-01-31,Store_2,Product_D,25,1543.46
2024-01-31,Store_2,Product_E,34,2493.87
2024-01-31,Store_3,Product_A,25,876.7
2024-01-31,Store_3,Product_B,19,617.37
2024-01-31,Store_3,Product_C,46,3468.86
2024-01-31,Store_3,Product_D,36,1797.97
2024-01-31,Store_3,Product_E,51,4565.13
2024-02-01,Store_1,Product_A,48,3911.11
2024-02-01,Store_1,Product_B,36,2668.36
2024-02-01,Store_1,Product_C,30,2858.1
2024-02-01,Store_1,Product_D,31,884.35
2024-02-01,Store_1,Product_E,31,1015.03
2024-02-01,Store_2,Product_A,19,1889.87
2024-02-01,Store_2,Product_B,20,1651.82
2024-02-01,Store_2,Product_C,18,1296.74
2024-02-01,Store_2,Product_D,45,2077.32
2024-02-01,Store_2,Product_E,51,4601.8
2024-02-01,Store_3,Product_A,31,1700.25
2024-02-01,Store_3,Product_B,12,863.11
2024-02-01,Store_3,Product_C,25,1149.17
2024-02-01,Store_3,Product_D,26,1311.27
2024-02-01,Store_3,Product_E,48,2682.98
2024-02-02,Store_1,Product_A,55,1422.06
2024-02-02,Store_1,Product_B,62,2075.48
2024-02-02,Store_1,Product_C,31,1561.87
2024-02-02,Store_1,Product_D,63,6055.45
2024-02-02,Store_1,Product_E,14,662.2
2024-02-02,Store_2,Product_A,31,989.5
2024-02-02,Store_2,Product_B,68,3505.35
2024-02-02,Store_2,Product_C,39,3316.52
2024-02-02,Store_2,Product_D,48,1894.97
2024-02-02,Store_2,Product_E,31,1562.58
2024-02-02,Store_3,Product_A,18,506.05
2024-02-02,Store_3,Product_B,22,891.93
2024-02-02,Store_3,Product_C,54,3589.63
2024-02-02,Store_3,Product_D,71,5496.17
2024-02-02,Store_3,Product_E,13,386.76
2024-02-03,Store_1,Product_A,22,656.87
2024-02-03,Store_1,Product_B,25,1090.56
2024-02-03,Store_1,Product_C,70,3777.35
2024-02-03,Store_1,Product_D,21,1304.52
2024-02-03,Store_1,Product_E,38,2588.9
2024-02-03,Store_2,Product_A,43,1589.43
2024-02-03,Store_2,Product_B,30,1019.46
2024-02-03,Store_2,Product_C,27,1092.19
2024-02-03,Store_2,Product_D,27,1133.58
2024-02-03,Store_2,Product_E,44,3729.55
2024-02-03,Store_3,Product_A,46,3215.8
2024-02-03,Store_3,Product_B,57,2212.67
2024-02-03,Store_3,Product_C,63,3643.38
2024-02-03,Store_3,Product_D,51,3250.53
2024-02-03,Store_3,Product_E,36,1459.83
2024-02-04,Store_1,Product_A,32,3168.73
2024-02-04,Store_1,Product_B,78,5285.57
2024-02-04,Store_1,Product_C,33,2554.46
2024-02-04,Store_1,Product_D,20,1986.01
2024-02-04,Store_1,Product_E,33,3050.59
2024-02-04,Store_2,Product_A,72,1933.39
2024-02-04,Store_2,Product_B,54,2665.25
2024-02-04,Store_2,Product_C,30,1451.99
2024-02-04,Store_2,Product_D,25,1839.21
2024-02-04,Store_2,Product_E,52,3703.1
2024-02-04,Store_3,Product_A,27,1691.19
2024-02-04,Store_3,Product_B,22,774.97
2024-02-04,Store_3,Product_C,24,1373.19
2024-02-04,Store_3,Product_D,27,1793.83
2024-02-04,Store_3,Product_E,68,5466.32
2024-02-05,Store_1,Product_A,26,1371.71
2024-02-05,Store_1,Product_B,46,2199.06
2024-02-05,Store_1,Product_C,19,1871.48
2024-02-05,Store_1,Product_D,6,596.39
2024-02-05,Store_1,Product_E,47,3829.94
2024-02-05,Store_2,Product_A,10,698.87
2024-02-05,Store_2,Product_B,33,2740.06
2024-02-05,Store_2,Product_C,41,3385.05
2024-02-05,Store_2,Product_D,42,1052.05
2024-02-05,Store_2,Product_E,39,1903.63
2024-02-05,Store_3,Product_A,25,1192.64
2024-02-05,Store_3,Product_B,24,1017.03
2024-02-05,Store_3,Product_C,35,2381.66
2024-02-05,Store_3,Product_D,14,1391.22
2024-02-05,Store_3,Product_E,50,2564.17
2024-02-06,Store_1,Product_A,18,1624.28
2024-02-06,Store_1,Product_B,44,3419.41
2024-02-06,Store_1,Product_C,8,211.79
2024-02-06,Store_1,Product_D,34,742.27
2024-02-06,Store_1,Product_E,30,2941.46
2024-02-06,Store_2,Product_A,25,2144.96
2024-02-06,Store_2,Product_B,24,1644.23
2024-02-06,Store_2,Product_C,8,548.0
2024-02-06,Store_2,Product_D,8,466.07
2024-02-06,Store_2,Product_E,14,431.39
2024-02-06,Store_3,Product_A,14,1328.82
2024-02-06,Store_3,Product_B,24,1323.86
2024-02-06,Store_3,Product_C,6,305.5
2024-02-06,Store_3,Product_D,20,1649.22
2024-02-06,Store_3,Product_E,18,1446.13
2024-02-07,Store_1,Product_A,32,2419.29
2024-02-07,Store_1,Product_B,11,285.67
2024-02-07,Store_1,Product_C,35,1549.17
2024-02-07,Store_1,Product_D,14,850.55
2024-02-07,Store_1,Product_E,48,1838.96
2024-02-07,Store_2,Product_A,38,2656.64
2024-02-07,Store_2,Product_B,51,2758.42
2024-02-07,Store_2,Product_C,45,1600.64
2024-02-07,Store_2,Product_D,20,1240.81
2024-02-07,Store_2,Product_E,33,2690.96
2024-02-07,Store_3,Product_A,14,429.86
2024-02-07,Store_3,Product_B,27,1696.27
2024-02-07,Store_3,Product_C,11,504.68
2024-02-07,Store_3,Product_D,30,1915.1
2024-02-07,Store_3,Product_E,29,2538.91
2024-02-08,Store_1,Product_A,38,3224.49
2024-02-08,Store_1,Product_B,31,1598.3
2024-02-08,Store_1,Product_C,49,1501.93
2024-02-08,Store_1,Product_D,25,1817.38
2024-02-08,Store_1,Product_E,11,442.69
2024-02-08,Store_2,Product_A,48,2732.07
2024-02-08,Store_2,Product_B,7,392.07
2024-02-08,Store_2,Product_C,23,2096.48
2024-02-08,Store_2,Product_D,26,2053.86
2024-02-08,Store_2,Product_E,10,554.62
2024-02-08,Store_3,Product_A,15,385.51
2024-02-08,Store_3,Product_B,33,753.91
2024-02-08,Store_3,Product_C,24,1049.35
2024-02-08,Store_3,Product_D,26,2539.16
2024-02-08,Store_3,Product_E,22,746.43
2024-02-09,Store_1,Product_A,23,1471.29
